"Label (Grouping)","California!!Number!!Estimate","California!!Number!!Margin of Error","California!!Percent Distribution!!Estimate","California!!Percent Distribution!!Margin of Error","California!!Median income (dollars)!!Estimate","California!!Median income (dollars)!!Margin of Error","Alameda County, California!!Number!!Estimate","Alameda County, California!!Number!!Margin of Error","Alameda County, California!!Percent Distribution!!Estimate","Alameda County, California!!Percent Distribution!!Margin of Error","Alameda County, California!!Median income (dollars)!!Estimate","Alameda County, California!!Median income (dollars)!!Margin of Error","Alpine County, California!!Number!!Estimate","Alpine County, California!!Number!!Margin of Error","Alpine County, California!!Percent Distribution!!Estimate","Alpine County, California!!Percent Distribution!!Margin of Error","Alpine County, California!!Median income (dollars)!!Estimate","Alpine County, California!!Median income (dollars)!!Margin of Error","Amador County, California!!Number!!Estimate","Amador County, California!!Number!!Margin of Error","Amador County, California!!Percent Distribution!!Estimate","Amador County, California!!Percent Distribution!!Margin of Error","Amador County, California!!Median income (dollars)!!Estimate","Amador County, California!!Median income (dollars)!!Margin of Error","Butte County, California!!Number!!Estimate","Butte County, California!!Number!!Margin of Error","Butte County, California!!Percent Distribution!!Estimate","Butte County, California!!Percent Distribution!!Margin of Error","Butte County, California!!Median income (dollars)!!Estimate","Butte County, California!!Median income (dollars)!!Margin of Error","Calaveras County, California!!Number!!Estimate","Calaveras County, California!!Number!!Margin of Error","Calaveras County, California!!Percent Distribution!!Estimate","Calaveras County, California!!Percent Distribution!!Margin of Error","Calaveras County, California!!Median income (dollars)!!Estimate","Calaveras County, California!!Median income (dollars)!!Margin of Error","Colusa County, California!!Number!!Estimate","Colusa County, California!!Number!!Margin of Error","Colusa County, California!!Percent Distribution!!Estimate","Colusa County, California!!Percent Distribution!!Margin of Error","Colusa County, California!!Median income (dollars)!!Estimate","Colusa County, California!!Median income (dollars)!!Margin of Error","Contra Costa County, California!!Number!!Estimate","Contra Costa County, California!!Number!!Margin of Error","Contra Costa County, California!!Percent Distribution!!Estimate","Contra Costa County, California!!Percent Distribution!!Margin of Error","Contra Costa County, California!!Median income (dollars)!!Estimate","Contra Costa County, California!!Median income (dollars)!!Margin of Error","Del Norte County, California!!Number!!Estimate","Del Norte County, California!!Number!!Margin of Error","Del Norte County, California!!Percent Distribution!!Estimate","Del Norte County, California!!Percent Distribution!!Margin of Error","Del Norte County, California!!Median income (dollars)!!Estimate","Del Norte County, California!!Median income (dollars)!!Margin of Error","El Dorado County, California!!Number!!Estimate","El Dorado County, California!!Number!!Margin of Error","El Dorado County, California!!Percent Distribution!!Estimate","El Dorado County, California!!Percent Distribution!!Margin of Error","El Dorado County, California!!Median income (dollars)!!Estimate","El Dorado County, California!!Median income (dollars)!!Margin of Error","Fresno County, California!!Number!!Estimate","Fresno County, California!!Number!!Margin of Error","Fresno County, California!!Percent Distribution!!Estimate","Fresno County, California!!Percent Distribution!!Margin of Error","Fresno County, California!!Median income (dollars)!!Estimate","Fresno County, California!!Median income (dollars)!!Margin of Error","Glenn County, California!!Number!!Estimate","Glenn County, California!!Number!!Margin of Error","Glenn County, California!!Percent Distribution!!Estimate","Glenn County, California!!Percent Distribution!!Margin of Error","Glenn County, California!!Median income (dollars)!!Estimate","Glenn County, California!!Median income (dollars)!!Margin of Error","Humboldt County, California!!Number!!Estimate","Humboldt County, California!!Number!!Margin of Error","Humboldt County, California!!Percent Distribution!!Estimate","Humboldt County, California!!Percent Distribution!!Margin of Error","Humboldt County, California!!Median income (dollars)!!Estimate","Humboldt County, California!!Median income (dollars)!!Margin of Error","Imperial County, California!!Number!!Estimate","Imperial County, California!!Number!!Margin of Error","Imperial County, California!!Percent Distribution!!Estimate","Imperial County, California!!Percent Distribution!!Margin of Error","Imperial County, California!!Median income (dollars)!!Estimate","Imperial County, California!!Median income (dollars)!!Margin of Error","Inyo County, California!!Number!!Estimate","Inyo County, California!!Number!!Margin of Error","Inyo County, California!!Percent Distribution!!Estimate","Inyo County, California!!Percent Distribution!!Margin of Error","Inyo County, California!!Median income (dollars)!!Estimate","Inyo County, California!!Median income (dollars)!!Margin of Error","Kern County, California!!Number!!Estimate","Kern County, California!!Number!!Margin of Error","Kern County, California!!Percent Distribution!!Estimate","Kern County, California!!Percent Distribution!!Margin of Error","Kern County, California!!Median income (dollars)!!Estimate","Kern County, California!!Median income (dollars)!!Margin of Error","Kings County, California!!Number!!Estimate","Kings County, California!!Number!!Margin of Error","Kings County, California!!Percent Distribution!!Estimate","Kings County, California!!Percent Distribution!!Margin of Error","Kings County, California!!Median income (dollars)!!Estimate","Kings County, California!!Median income (dollars)!!Margin of Error","Lake County, California!!Number!!Estimate","Lake County, California!!Number!!Margin of Error","Lake County, California!!Percent Distribution!!Estimate","Lake County, California!!Percent Distribution!!Margin of Error","Lake County, California!!Median income (dollars)!!Estimate","Lake County, California!!Median income (dollars)!!Margin of Error","Lassen County, California!!Number!!Estimate","Lassen County, California!!Number!!Margin of Error","Lassen County, California!!Percent Distribution!!Estimate","Lassen County, California!!Percent Distribution!!Margin of Error","Lassen County, California!!Median income (dollars)!!Estimate","Lassen County, California!!Median income (dollars)!!Margin of Error","Los Angeles County, California!!Number!!Estimate","Los Angeles County, California!!Number!!Margin of Error","Los Angeles County, California!!Percent Distribution!!Estimate","Los Angeles County, California!!Percent Distribution!!Margin of Error","Los Angeles County, California!!Median income (dollars)!!Estimate","Los Angeles County, California!!Median income (dollars)!!Margin of Error","Madera County, California!!Number!!Estimate","Madera County, California!!Number!!Margin of Error","Madera County, California!!Percent Distribution!!Estimate","Madera County, California!!Percent Distribution!!Margin of Error","Madera County, California!!Median income (dollars)!!Estimate","Madera County, California!!Median income (dollars)!!Margin of Error","Marin County, California!!Number!!Estimate","Marin County, California!!Number!!Margin of Error","Marin County, California!!Percent Distribution!!Estimate","Marin County, California!!Percent Distribution!!Margin of Error","Marin County, California!!Median income (dollars)!!Estimate","Marin County, California!!Median income (dollars)!!Margin of Error","Mariposa County, California!!Number!!Estimate","Mariposa County, California!!Number!!Margin of Error","Mariposa County, California!!Percent Distribution!!Estimate","Mariposa County, California!!Percent Distribution!!Margin of Error","Mariposa County, California!!Median income (dollars)!!Estimate","Mariposa County, California!!Median income (dollars)!!Margin of Error","Mendocino County, California!!Number!!Estimate","Mendocino County, California!!Number!!Margin of Error","Mendocino County, California!!Percent Distribution!!Estimate","Mendocino County, California!!Percent Distribution!!Margin of Error","Mendocino County, California!!Median income (dollars)!!Estimate","Mendocino County, California!!Median income (dollars)!!Margin of Error","Merced County, California!!Number!!Estimate","Merced County, California!!Number!!Margin of Error","Merced County, California!!Percent Distribution!!Estimate","Merced County, California!!Percent Distribution!!Margin of Error","Merced County, California!!Median income (dollars)!!Estimate","Merced County, California!!Median income (dollars)!!Margin of Error","Modoc County, California!!Number!!Estimate","Modoc County, California!!Number!!Margin of Error","Modoc County, California!!Percent Distribution!!Estimate","Modoc County, California!!Percent Distribution!!Margin of Error","Modoc County, California!!Median income (dollars)!!Estimate","Modoc County, California!!Median income (dollars)!!Margin of Error","Mono County, California!!Number!!Estimate","Mono County, California!!Number!!Margin of Error","Mono County, California!!Percent Distribution!!Estimate","Mono County, California!!Percent Distribution!!Margin of Error","Mono County, California!!Median income (dollars)!!Estimate","Mono County, California!!Median income (dollars)!!Margin of Error","Monterey County, California!!Number!!Estimate","Monterey County, California!!Number!!Margin of Error","Monterey County, California!!Percent Distribution!!Estimate","Monterey County, California!!Percent Distribution!!Margin of Error","Monterey County, California!!Median income (dollars)!!Estimate","Monterey County, California!!Median income (dollars)!!Margin of Error","Napa County, California!!Number!!Estimate","Napa County, California!!Number!!Margin of Error","Napa County, California!!Percent Distribution!!Estimate","Napa County, California!!Percent Distribution!!Margin of Error","Napa County, California!!Median income (dollars)!!Estimate","Napa County, California!!Median income (dollars)!!Margin of Error","Nevada County, California!!Number!!Estimate","Nevada County, California!!Number!!Margin of Error","Nevada County, California!!Percent Distribution!!Estimate","Nevada County, California!!Percent Distribution!!Margin of Error","Nevada County, California!!Median income (dollars)!!Estimate","Nevada County, California!!Median income (dollars)!!Margin of Error","Orange County, California!!Number!!Estimate","Orange County, California!!Number!!Margin of Error","Orange County, California!!Percent Distribution!!Estimate","Orange County, California!!Percent Distribution!!Margin of Error","Orange County, California!!Median income (dollars)!!Estimate","Orange County, California!!Median income (dollars)!!Margin of Error","Placer County, California!!Number!!Estimate","Placer County, California!!Number!!Margin of Error","Placer County, California!!Percent Distribution!!Estimate","Placer County, California!!Percent Distribution!!Margin of Error","Placer County, California!!Median income (dollars)!!Estimate","Placer County, California!!Median income (dollars)!!Margin of Error","Plumas County, California!!Number!!Estimate","Plumas County, California!!Number!!Margin of Error","Plumas County, California!!Percent Distribution!!Estimate","Plumas County, California!!Percent Distribution!!Margin of Error","Plumas County, California!!Median income (dollars)!!Estimate","Plumas County, California!!Median income (dollars)!!Margin of Error","Riverside County, California!!Number!!Estimate","Riverside County, California!!Number!!Margin of Error","Riverside County, California!!Percent Distribution!!Estimate","Riverside County, California!!Percent Distribution!!Margin of Error","Riverside County, California!!Median income (dollars)!!Estimate","Riverside County, California!!Median income (dollars)!!Margin of Error","Sacramento County, California!!Number!!Estimate","Sacramento County, California!!Number!!Margin of Error","Sacramento County, California!!Percent Distribution!!Estimate","Sacramento County, California!!Percent Distribution!!Margin of Error","Sacramento County, California!!Median income (dollars)!!Estimate","Sacramento County, California!!Median income (dollars)!!Margin of Error","San Benito County, California!!Number!!Estimate","San Benito County, California!!Number!!Margin of Error","San Benito County, California!!Percent Distribution!!Estimate","San Benito County, California!!Percent Distribution!!Margin of Error","San Benito County, California!!Median income (dollars)!!Estimate","San Benito County, California!!Median income (dollars)!!Margin of Error","San Bernardino County, California!!Number!!Estimate","San Bernardino County, California!!Number!!Margin of Error","San Bernardino County, California!!Percent Distribution!!Estimate","San Bernardino County, California!!Percent Distribution!!Margin of Error","San Bernardino County, California!!Median income (dollars)!!Estimate","San Bernardino County, California!!Median income (dollars)!!Margin of Error","San Diego County, California!!Number!!Estimate","San Diego County, California!!Number!!Margin of Error","San Diego County, California!!Percent Distribution!!Estimate","San Diego County, California!!Percent Distribution!!Margin of Error","San Diego County, California!!Median income (dollars)!!Estimate","San Diego County, California!!Median income (dollars)!!Margin of Error","San Francisco County, California!!Number!!Estimate","San Francisco County, California!!Number!!Margin of Error","San Francisco County, California!!Percent Distribution!!Estimate","San Francisco County, California!!Percent Distribution!!Margin of Error","San Francisco County, California!!Median income (dollars)!!Estimate","San Francisco County, California!!Median income (dollars)!!Margin of Error","San Joaquin County, California!!Number!!Estimate","San Joaquin County, California!!Number!!Margin of Error","San Joaquin County, California!!Percent Distribution!!Estimate","San Joaquin County, California!!Percent Distribution!!Margin of Error","San Joaquin County, California!!Median income (dollars)!!Estimate","San Joaquin County, California!!Median income (dollars)!!Margin of Error","San Luis Obispo County, California!!Number!!Estimate","San Luis Obispo County, California!!Number!!Margin of Error","San Luis Obispo County, California!!Percent Distribution!!Estimate","San Luis Obispo County, California!!Percent Distribution!!Margin of Error","San Luis Obispo County, California!!Median income (dollars)!!Estimate","San Luis Obispo County, California!!Median income (dollars)!!Margin of Error","San Mateo County, California!!Number!!Estimate","San Mateo County, California!!Number!!Margin of Error","San Mateo County, California!!Percent Distribution!!Estimate","San Mateo County, California!!Percent Distribution!!Margin of Error","San Mateo County, California!!Median income (dollars)!!Estimate","San Mateo County, California!!Median income (dollars)!!Margin of Error","Santa Barbara County, California!!Number!!Estimate","Santa Barbara County, California!!Number!!Margin of Error","Santa Barbara County, California!!Percent Distribution!!Estimate","Santa Barbara County, California!!Percent Distribution!!Margin of Error","Santa Barbara County, California!!Median income (dollars)!!Estimate","Santa Barbara County, California!!Median income (dollars)!!Margin of Error","Santa Clara County, California!!Number!!Estimate","Santa Clara County, California!!Number!!Margin of Error","Santa Clara County, California!!Percent Distribution!!Estimate","Santa Clara County, California!!Percent Distribution!!Margin of Error","Santa Clara County, California!!Median income (dollars)!!Estimate","Santa Clara County, California!!Median income (dollars)!!Margin of Error","Santa Cruz County, California!!Number!!Estimate","Santa Cruz County, California!!Number!!Margin of Error","Santa Cruz County, California!!Percent Distribution!!Estimate","Santa Cruz County, California!!Percent Distribution!!Margin of Error","Santa Cruz County, California!!Median income (dollars)!!Estimate","Santa Cruz County, California!!Median income (dollars)!!Margin of Error","Shasta County, California!!Number!!Estimate","Shasta County, California!!Number!!Margin of Error","Shasta County, California!!Percent Distribution!!Estimate","Shasta County, California!!Percent Distribution!!Margin of Error","Shasta County, California!!Median income (dollars)!!Estimate","Shasta County, California!!Median income (dollars)!!Margin of Error","Sierra County, California!!Number!!Estimate","Sierra County, California!!Number!!Margin of Error","Sierra County, California!!Percent Distribution!!Estimate","Sierra County, California!!Percent Distribution!!Margin of Error","Sierra County, California!!Median income (dollars)!!Estimate","Sierra County, California!!Median income (dollars)!!Margin of Error","Siskiyou County, California!!Number!!Estimate","Siskiyou County, California!!Number!!Margin of Error","Siskiyou County, California!!Percent Distribution!!Estimate","Siskiyou County, California!!Percent Distribution!!Margin of Error","Siskiyou County, California!!Median income (dollars)!!Estimate","Siskiyou County, California!!Median income (dollars)!!Margin of Error","Solano County, California!!Number!!Estimate","Solano County, California!!Number!!Margin of Error","Solano County, California!!Percent Distribution!!Estimate","Solano County, California!!Percent Distribution!!Margin of Error","Solano County, California!!Median income (dollars)!!Estimate","Solano County, California!!Median income (dollars)!!Margin of Error","Sonoma County, California!!Number!!Estimate","Sonoma County, California!!Number!!Margin of Error","Sonoma County, California!!Percent Distribution!!Estimate","Sonoma County, California!!Percent Distribution!!Margin of Error","Sonoma County, California!!Median income (dollars)!!Estimate","Sonoma County, California!!Median income (dollars)!!Margin of Error","Stanislaus County, California!!Number!!Estimate","Stanislaus County, California!!Number!!Margin of Error","Stanislaus County, California!!Percent Distribution!!Estimate","Stanislaus County, California!!Percent Distribution!!Margin of Error","Stanislaus County, California!!Median income (dollars)!!Estimate","Stanislaus County, California!!Median income (dollars)!!Margin of Error","Sutter County, California!!Number!!Estimate","Sutter County, California!!Number!!Margin of Error","Sutter County, California!!Percent Distribution!!Estimate","Sutter County, California!!Percent Distribution!!Margin of Error","Sutter County, California!!Median income (dollars)!!Estimate","Sutter County, California!!Median income (dollars)!!Margin of Error","Tehama County, California!!Number!!Estimate","Tehama County, California!!Number!!Margin of Error","Tehama County, California!!Percent Distribution!!Estimate","Tehama County, California!!Percent Distribution!!Margin of Error","Tehama County, California!!Median income (dollars)!!Estimate","Tehama County, California!!Median income (dollars)!!Margin of Error","Trinity County, California!!Number!!Estimate","Trinity County, California!!Number!!Margin of Error","Trinity County, California!!Percent Distribution!!Estimate","Trinity County, California!!Percent Distribution!!Margin of Error","Trinity County, California!!Median income (dollars)!!Estimate","Trinity County, California!!Median income (dollars)!!Margin of Error","Tulare County, California!!Number!!Estimate","Tulare County, California!!Number!!Margin of Error","Tulare County, California!!Percent Distribution!!Estimate","Tulare County, California!!Percent Distribution!!Margin of Error","Tulare County, California!!Median income (dollars)!!Estimate","Tulare County, California!!Median income (dollars)!!Margin of Error","Tuolumne County, California!!Number!!Estimate","Tuolumne County, California!!Number!!Margin of Error","Tuolumne County, California!!Percent Distribution!!Estimate","Tuolumne County, California!!Percent Distribution!!Margin of Error","Tuolumne County, California!!Median income (dollars)!!Estimate","Tuolumne County, California!!Median income (dollars)!!Margin of Error","Ventura County, California!!Number!!Estimate","Ventura County, California!!Number!!Margin of Error","Ventura County, California!!Percent Distribution!!Estimate","Ventura County, California!!Percent Distribution!!Margin of Error","Ventura County, California!!Median income (dollars)!!Estimate","Ventura County, California!!Median income (dollars)!!Margin of Error","Yolo County, California!!Number!!Estimate","Yolo County, California!!Number!!Margin of Error","Yolo County, California!!Percent Distribution!!Estimate","Yolo County, California!!Percent Distribution!!Margin of Error","Yolo County, California!!Median income (dollars)!!Estimate","Yolo County, California!!Median income (dollars)!!Margin of Error","Yuba County, California!!Number!!Estimate","Yuba County, California!!Number!!Margin of Error","Yuba County, California!!Percent Distribution!!Estimate","Yuba County, California!!Percent Distribution!!Margin of Error","Yuba County, California!!Median income (dollars)!!Estimate","Yuba County, California!!Median income (dollars)!!Margin of Error"
"HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Households","13,434,847","±19,805","13,434,847","±19,805","96,334","±298","593,117","±1,676","593,117","±1,676","126,240","±1,364","473","±103","473","±103","110,781","±18,601","16,066","±341","16,066","±341","81,526","±7,398","82,345","±797","82,345","±797","68,574","±2,351","17,897","±567","17,897","±567","79,877","±4,638","7,466","±230","7,466","±230","75,149","±8,491","411,662","±1,106","411,662","±1,106","125,727","±1,829","9,621","±256","9,621","±256","66,780","±6,256","75,719","±788","75,719","±788","106,190","±3,811","322,163","±1,128","322,163","±1,128","71,434","±1,034","9,763","±270","9,763","±270","70,487","±4,406","54,878","±651","54,878","±651","61,135","±1,997","48,844","±774","48,844","±774","56,393","±2,266","7,923","±216","7,923","±216","72,432","±7,052","281,416","±1,216","281,416","±1,216","67,660","±1,400","43,736","±417","43,736","±417","68,750","±2,976","26,364","±620","26,364","±620","58,738","±2,308","9,060","±314","9,060","±314","64,395","±5,496","3,390,254","±6,035","3,390,254","±6,035","87,760","±463","44,513","±569","44,513","±569","75,496","±2,389","103,201","±828","103,201","±828","142,785","±4,083","7,515","±315","7,515","±315","65,378","±7,311","34,570","±618","34,570","±618","64,688","±2,951","84,605","±603","84,605","±603","65,044","±2,052","3,264","±240","3,264","±240","56,648","±3,735","5,521","±390","5,521","±390","86,953","±18,529","132,046","±784","132,046","±784","94,486","±1,879","49,663","±500","49,663","±500","108,970","±3,018","41,873","±726","41,873","±726","84,905","±4,336","1,074,654","±2,589","1,074,654","±2,589","113,702","±986","155,422","±928","155,422","±928","114,678","±1,891","8,055","±367","8,055","±367","64,946","±4,399","762,234","±2,214","762,234","±2,214","89,672","±879","568,223","±1,146","568,223","±1,146","88,724","±986","20,188","±199","20,188","±199","108,289","±4,359","668,004","±1,889","668,004","±1,889","82,184","±950","1,159,822","±3,036","1,159,822","±3,036","102,285","±899","362,650","±1,987","362,650","±1,987","141,446","±2,576","241,373","±1,040","241,373","±1,040","88,531","±1,554","108,897","±962","108,897","±962","93,398","±2,535","264,424","±1,312","264,424","±1,312","156,000","±3,019","148,960","±803","148,960","±803","95,977","±1,875","654,467","±1,701","654,467","±1,701","159,674","±1,962","96,873","±848","96,873","±848","109,266","±2,959","71,473","±636","71,473","±636","71,931","±2,596","1,206","±166","1,206","±166","60,000","±17,579","18,907","±351","18,907","±351","55,499","±2,854","155,800","±804","155,800","±804","99,994","±2,122","190,498","±860","190,498","±860","102,840","±2,032","176,457","±786","176,457","±786","79,661","±1,906","33,240","±304","33,240","±304","75,450","±3,741","24,526","±462","24,526","±462","61,834","±3,283","5,373","±256","5,373","±256","53,498","±7,852","142,026","±763","142,026","±763","69,489","±1,785","22,809","±548","22,809","±548","72,259","±5,678","278,045","±1,081","278,045","±1,081","107,327","±1,391","76,640","±527","76,640","±527","88,818","±3,641","28,063","±356","28,063","±356","73,313","±4,341"
"        One race--","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"            White","6,951,814","±16,664","51.7%","±0.1","104,027","±442","227,559","±1,906","38.4%","±0.3","141,943","±2,632","352","±92","74.4%","±8.7","118,409","±21,787","13,884","±352","86.4%","±1.7","81,120","±7,137","65,426","±917","79.5%","±0.9","71,699","±2,309","15,313","±556","85.6%","±2.2","79,118","±5,230","4,301","±284","57.6%","±3.6","77,287","±10,484","214,014","±1,767","52.0%","±0.4","138,846","±2,748","7,349","±305","76.4%","±2.6","67,384","±7,043","64,610","±859","85.3%","±0.8","106,237","±3,673","159,787","±1,779","49.6%","±0.5","78,194","±1,861","6,276","±334","64.3%","±2.7","72,685","±5,962","44,266","±652","80.7%","±1.1","62,608","±3,002","17,338","±815","35.5%","±1.5","57,360","±4,054","5,605","±246","70.7%","±2.8","80,946","±6,832","157,042","±1,738","55.8%","±0.6","72,236","±1,510","23,301","±847","53.3%","±1.9","78,814","±4,365","20,339","±662","77.1%","±1.5","60,228","±2,266","7,436","±298","82.1%","±2.2","66,330","±6,564","1,419,529","±5,810","41.9%","±0.1","101,816","±695","23,974","±716","53.9%","±1.4","84,620","±3,622","81,371","±916","78.8%","±0.8","156,656","±5,734","6,376","±314","84.8%","±2.4","64,673","±6,208","27,130","±644","78.5%","±1.3","67,266","±3,440","37,290","±954","44.1%","±1.1","68,692","±3,940","2,756","±227","84.4%","±4.7","57,935","±4,707","4,591","±324","83.2%","±4.5","96,898","±18,042","62,284","±1,039","47.2%","±0.8","111,662","±3,911","35,072","±632","70.6%","±1.2","113,476","±4,800","37,463","±689","89.5%","±0.9","85,351","±4,452","584,079","±3,337","54.4%","±0.3","121,191","±1,161","121,958","±1,037","78.5%","±0.5","114,831","±2,471","7,379","±348","91.6%","±2.1","64,970","±4,769","393,660","±3,029","51.6%","±0.4","93,974","±1,632","313,040","±2,406","55.1%","±0.4","93,257","±1,395","10,705","±446","53.0%","±2.3","113,221","±8,965","302,782","±3,198","45.3%","±0.4","86,349","±1,533","704,484","±3,995","60.7%","±0.3","108,886","±1,337","176,196","±1,571","48.6%","±0.4","177,030","±4,303","109,436","±1,507","45.3%","±0.6","91,753","±2,273","87,516","±1,197","80.4%","±0.8","94,922","±2,560","129,173","±1,286","48.9%","±0.5","168,532","±4,112","95,699","±1,160","64.2%","±0.7","102,007","±2,531","260,097","±1,771","39.7%","±0.3","159,432","±3,225","70,587","±1,111","72.9%","±0.9","118,556","±2,339","60,981","±861","85.3%","±0.8","73,484","±2,617","1,108","±165","91.9%","±4.4","58,333","±17,245","16,019","±377","84.7%","±1.2","57,844","±3,358","78,936","±1,315","50.7%","±0.8","106,010","±2,187","142,120","±1,393","74.6%","±0.7","108,341","±2,295","102,450","±1,273","58.1%","±0.7","84,095","±2,307","20,068","±600","60.4%","±1.7","77,538","±5,312","19,218","±545","78.4%","±1.5","62,768","±4,186","4,759","±300","88.6%","±4.1","57,921","±8,092","71,830","±1,450","50.6%","±0.9","76,045","±2,412","20,174","±617","88.4%","±1.4","73,254","±6,470","189,109","±1,725","68.0%","±0.5","109,644","±1,758","46,862","±756","61.1%","±1.0","96,292","±4,018","19,355","±578","69.0%","±1.9","73,230","±4,629"
"            Black or African American","811,555","±4,435","6.0%","±0.1","67,365","±843","67,937","±1,470","11.5%","±0.2","70,046","±3,419","0","±14","0.0%","±8.6","-","**","69","±57","0.4%","±0.4","133,472","±108,739","1,275","±220","1.5%","±0.3","30,766","±6,866","223","±209","1.2%","±1.2","86,446","±889","180","±74","2.4%","±0.9","-","**","37,101","±1,019","9.0%","±0.2","83,871","±3,704","54","±35","0.6%","±0.4","150,455","±47,784","497","±141","0.7%","±0.2","46,432","±35,750","15,472","±702","4.8%","±0.2","51,280","±5,912","0","±25","0.0%","±0.4","-","**","421","±158","0.8%","±0.3","-","**","1,431","±303","2.9%","±0.6","49,849","±33,674","79","±82","1.0%","±1.0","-","**","14,625","±650","5.2%","±0.2","46,541","±7,023","2,783","±382","6.4%","±0.9","44,240","±14,496","535","±170","2.0%","±0.7","36,223","±18,476","231","±123","2.5%","±1.3","-","**","314,354","±3,069","9.3%","±0.1","62,079","±1,152","1,301","±367","2.9%","±0.8","-","**","1,678","±261","1.6%","±0.2","75,139","±31,772","88","±95","1.2%","±1.2","-","**","145","±68","0.4%","±0.2","65,679","±23,503","2,796","±294","3.3%","±0.3","48,750","±6,219","26","±37","0.8%","±1.1","-","**","0","±21","0.0%","±0.8","-","**","2,732","±323","2.1%","±0.2","78,750","±8,201","484","±154","1.0%","±0.3","197,756","±77,276","140","±59","0.3%","±0.1","-","**","18,672","±836","1.7%","±0.1","100,255","±8,629","2,149","±224","1.4%","±0.1","128,691","±19,765","55","±50","0.7%","±0.6","-","**","51,707","±1,217","6.8%","±0.2","84,728","±4,640","55,162","±1,382","9.7%","±0.2","64,939","±3,501","322","±100","1.6%","±0.5","65,385","±44,735","60,949","±1,526","9.1%","±0.2","59,527","±3,797","56,489","±1,681","4.9%","±0.1","68,325","±3,304","16,838","±877","4.6%","±0.2","51,610","±5,226","17,496","±690","7.2%","±0.3","72,447","±6,225","836","±238","0.8%","±0.2","113,125","±62,333","5,459","±466","2.1%","±0.2","97,881","±17,766","2,700","±279","1.8%","±0.2","76,879","±13,539","15,779","±676","2.4%","±0.1","95,255","±5,648","690","±168","0.7%","±0.2","92,825","±32,118","481","±186","0.7%","±0.3","89,599","±34,396","0","±14","0.0%","±3.5","-","**","227","±76","1.2%","±0.4","39,335","±9,281","21,064","±884","13.5%","±0.6","75,211","±5,094","2,280","±344","1.2%","±0.2","92,500","±19,218","5,214","±465","3.0%","±0.3","64,082","±11,242","783","±156","2.4%","±0.5","59,226","±30,030","87","±50","0.4%","±0.2","-","**","8","±14","0.1%","±0.3","-","**","2,026","±281","1.4%","±0.2","61,105","±12,885","160","±99","0.7%","±0.4","38,587","±21,215","4,377","±442","1.6%","±0.2","107,713","±10,199","1,723","±295","2.2%","±0.4","43,648","±8,859","1,165","±229","4.2%","±0.8","59,260","±26,451"
