fips,county,premature_death_rate,poor_mental_health_days,preventable_hosp_rate,children_in_poverty_pct,low_birthweight_pct,year,median_home_value,median_household_income,income_source,median_multiple
06089,Shasta,9004.6017568,4.1248436634,3291.0,22.9,6.3518365093,2019,276682.85869450984,63091,1yr,4.385456859052953
06091,Sierra,,3.8036950415,3416.0,20.2,8.6705202312,2019,229261.1225269471,52148,5yr,4.396355038102077
06093,Siskiyou,9510.9383215,4.2493289001,2861.0,25.7,7.797452625,2019,214555.4878225463,45241,5yr,4.742501001802487
06095,Solano,6099.5961161,3.5869186858,3630.0,14.0,6.72111246,2019,454246.30180821713,86652,1yr,5.242190622353981
06097,Sonoma,4822.9556464,3.8092630584,2490.0,10.9,5.6605932325,2019,665596.2218719922,87828,1yr,7.578405768911876
06099,Stanislaus,7247.9849565,3.932331114,4408.0,18.6,6.3718604259,2019,323975.54441301915,63037,1yr,5.139450551470075
06101,Sutter,6973.2099905,3.7248318597,4294.0,18.2,6.4509051015,2019,309157.2069474656,62777,1yr,4.924689089116486
06103,Tehama,8122.4555793,4.29424039,3104.0,29.0,6.0634155387,2019,233419.26019547056,53475,1yr,4.365016553444985
06105,Trinity,11256.909302,4.3640508813,2596.0,32.1,4.8811013767,2019,253865.32666904444,40846,5yr,6.215182066029586
06107,Tulare,7303.1420504,4.0179066805,4171.0,31.9,6.6121323182,2019,234468.3355245066,57692,1yr,4.064139491168734
06109,Tuolumne,7653.113045,3.7035774811,2734.0,17.5,5.9538653367,2019,318846.6913434504,60108,5yr,5.304563308435656
06111,Ventura,4764.7697641,3.4978018334,3274.0,13.2,6.1178322022,2019,627209.2112014426,92236,1yr,6.800047825159836
06113,Yolo,5160.4666866,3.751757963,2441.0,14.1,5.8672708843,2019,477569.31872595794,71417,1yr,6.687053764873321
06115,Yuba,9470.1542203,4.0164069821,4842.0,21.9,6.4516129032,2019,294612.9937820961,58765,1yr,5.013409236485937
06001,Alameda,4408.5910489,3.1839105458,3298.0,9.8,7.2587957251,2020,885568.7623901521,,,
06003,Alpine,,4.4183369542,2480.0,34.7,,2020,396117.66840730543,85750,5yr,4.619448028073533
06005,Amador,6363.8656948,3.7410673537,3115.0,13.8,6.8126520681,2020,352374.56329503894,65187,5yr,5.405595644761056
06007,Butte,7784.4961042,4.3533626566,4656.0,20.1,6.0342803475,2020,349164.48128281813,,,
06009,Calaveras,7345.8857981,3.9241935989,3050.0,17.5,5.7408844065,2020,342720.1660953625,67054,5yr,5.111106959992879
06011,Colusa,6556.2787052,4.0168093669,3534.0,14.1,6.3248682319,2020,285418.8918692314,59427,5yr,4.802848736588275
06013,Contra Costa,4623.5095352,3.6280809208,3379.0,9.2,6.8385624112,2020,663783.2385571079,,,
06015,Del Norte,8954.9014012,4.3955793889,2869.0,26.6,5.5133079848,2020,289892.36773607816,49981,5yr,5.800051374243775
06017,El Dorado,5164.5473544,3.8309239082,3277.0,9.0,6.5867723914,2020,509075.5609822546,,,
06019,Fresno,7006.6159427,3.9173260969,4172.0,30.2,7.5623649578,2020,287370.641663529,,,
06021,Glenn,7364.3106766,4.1044470774,5716.0,18.6,6.3083240015,2020,281623.2117388562,51682,5yr,5.449154671623703
06023,Humboldt,8994.0565643,4.5655944713,2855.0,23.2,5.8070866142,2020,416224.33114850585,,,
06025,Imperial,6213.3986322,4.0994936806,3679.0,30.2,5.5251250298,2020,253153.0710157881,,,
06027,Inyo,8740.0101163,3.8840787694,2288.0,15.1,8.0388080388,2020,385676.15788103687,59296,5yr,6.504252527675338
06029,Kern,7923.0215081,4.0890409968,4914.0,27.4,7.2506989748,2020,244827.19296349477,,,
06031,Kings,6356.8669362,4.0915879666,4781.0,23.2,6.3611196555,2020,248460.31571986186,,,
06033,Lake,11305.466803,4.4987096206,3379.0,26.3,6.5906455354,2020,274201.0870837627,,,
06035,Lassen,7125.9207184,3.9335458748,4434.0,15.8,7.6061595894,2020,194611.2179080431,56971,5yr,3.415969842692652
06037,Los Angeles,5017.5431691,3.6164943274,4346.0,19.9,7.1338268569,2020,664103.9050144218,,,
06039,Madera,6650.6452874,4.295986281,3584.0,28.5,6.2958942596,2020,291522.92925643077,,,
06041,Marin,3206.6318035,3.4480038058,2012.0,6.4,5.7885484681,2020,1158051.9051266457,,,
06043,Mariposa,8231.0448737,4.0962698899,3317.0,23.2,7.183908046,2020,335693.33763050055,50960,5yr,6.587388885998833
06045,Mendocino,7749.67295,4.2479301328,2743.0,25.5,6.3770147162,2020,516300.6994577491,,,
06047,Merced,6775.7437047,4.201624551,5413.0,28.5,6.2765700066,2020,304340.5399877015,,,
06049,Modoc,10076.65162,4.3181042521,3131.0,27.2,6.9692058347,2020,134258.86323642175,51250,5yr,2.6196851363204243
06051,Mono,3369.6016286,3.7676376128,2685.0,11.6,8.1735620585,2020,511901.3189398734,64924,5yr,7.884623851578359
06053,Monterey,5175.9192872,4.0516011737,3224.0,19.2,6.1062107848,2020,625728.8586069475,,,
06055,Napa,4646.0857462,3.7810301889,2743.0,8.9,6.0858819895,2020,735660.135538252,,,
06057,Nevada,5835.2399112,3.8945528337,2300.0,13.7,5.7529908515,2020,493990.44900638727,,,
06059,Orange,4199.1366307,3.2749558627,3107.0,13.3,6.2071432377,2020,753483.3307515696,,,
06061,Placer,4522.6949673,3.5038457879,2264.0,7.2,5.6916873449,2020,534581.4681394802,,,
06063,Plumas,8700.6760216,4.0742319898,3349.0,19.6,9.3357271095,2020,288584.2540349836,57233,5yr,5.042270264270326
06065,Riverside,5796.962999,4.1359703838,3750.0,17.1,6.7514905239,2020,415195.1167355506,,,
06067,Sacramento,6339.7496513,3.9607701234,3917.0,20.5,6.8889019481,2020,415982.2887967427,,,
06069,San Benito,5148.1810351,3.7660100579,3669.0,11.9,6.3615205586,2020,635165.3951089641,85808,5yr,7.4021699038430455
06071,San Bernardino,6762.5514735,3.8702234471,4585.0,21.4,7.3486325825,2020,378939.7127587211,,,
06073,San Diego,4641.05997,3.455539305,3121.0,14.9,6.5536896115,2020,635753.3187004031,,,
06075,San Francisco,4269.7004184,3.3662375967,3213.0,10.9,6.9829415801,2020,1360402.1368562176,,,
06077,San Joaquin,7155.2242935,3.7004825948,3961.0,20.5,7.2566599092,2020,415160.1245205908,,,
06079,San Luis Obispo,5271.2259578,3.9509801624,2270.0,10.8,5.8966834616,2020,638595.9383434898,,,
06081,San Mateo,3367.8110377,3.0787713515,2135.0,7.0,6.7309708534,2020,1372452.8857134718,,,
06083,Santa Barbara,5042.4450983,3.7143804397,2161.0,14.7,6.4721363416,2020,634205.4344302717,,,
06085,Santa Clara,3579.0807063,2.8790731347,2977.0,7.1,6.9365345245,2020,1207426.1340087235,,,
06087,Santa Cruz,4622.3917405,3.9120409632,2792.0,14.5,5.782364547,2020,847123.9820972028,,,
06089,Shasta,9014.3139037,4.2996385264,3393.0,18.2,6.3136738513,2020,292891.2161866705,,,
06091,Sierra,,3.9954187376,3101.0,18.0,8.1395348837,2020,243681.66070787454,52103,5yr,4.676921879889345
06093,Siskiyou,9455.1533337,4.4205368709,3256.0,24.2,8.1004709576,2020,224129.9428559188,47403,5yr,4.728180555153024
06095,Solano,6149.0383397,3.70098803,3456.0,10.2,6.8052825383,2020,473462.4808608724,,,
06097,Sonoma,4779.2582374,3.9567461917,2710.0,11.7,5.7694547996,2020,674542.3088240682,,,
06099,Stanislaus,7163.5505852,4.42379587,4613.0,21.4,6.4151655192,2020,344282.1250642593,,,
06101,Sutter,7136.0381906,3.8930773404,4285.0,18.0,6.6026278017,2020,332894.81607411045,,,
06103,Tehama,8847.4706238,4.5137484163,3433.0,24.2,6.0774504354,2020,255558.1054076881,48895,5yr,5.2266715493954
06105,Trinity,11187.237833,4.462222079,2912.0,31.3,6.0913705584,2020,267634.5860778487,41780,5yr,6.405806272806335
06107,Tulare,7209.0187819,4.7128243317,4469.0,28.6,6.7067645982,2020,248623.67447353931,,,
06109,Tuolumne,7518.9026826,3.8737993841,2464.0,16.5,6.1938680706,2020,318843.723650185,60509,5yr,5.269360320781784
06111,Ventura,4694.6479676,3.7469855478,3359.0,12.4,6.0593865877,2020,651680.7949950623,,,
06113,Yolo,4795.4639776,4.0171729674,2878.0,15.2,5.6984184474,2020,495233.7951856235,,,
06115,Yuba,9637.6553819,4.0792669518,4921.0,21.8,6.6537857747,2020,317800.1551232739,,,
06001,Alameda,4341.1728267,3.9880290145,3023.0,9.8,7.2056924971,2021,1031908.5768096712,109729,1yr,9.40415548131917
06003,Alpine,,4.9894394376,3018.0,29.6,,2021,469662.65264835255,96000,5yr,4.892319298420339
06005,Amador,6203.8883539,4.4930309348,2802.0,12.5,6.4997592682,2021,408491.4265806049,69955,5yr,5.839345673370094
06007,Butte,7577.9065977,5.0687201333,4748.0,16.1,6.0865940087,2021,391196.6885698261,64738,1yr,6.042767595072848
06009,Calaveras,7867.4467053,4.722684653,2536.0,19.6,6.0318664643,2021,420541.0077503186,70119,5yr,5.997532876257771
06011,Colusa,6576.0698843,4.6625533153,4095.0,15.3,6.1355764473,2021,327983.721738672,61861,5yr,5.301946650372157
06013,Contra Costa,4619.1950862,4.0949381958,3222.0,9.9,6.9424309031,2021,782100.4126853371,111080,1yr,7.0408751592126135
06015,Del Norte,8783.3550922,5.1648304003,2997.0,25.8,5.8908045977,2021,323778.34564553,53280,5yr,6.076920901755442
06017,El Dorado,4818.8844887,4.0938505553,3131.0,9.1,6.6342605095,2021,610437.5529021561,87491,1yr,6.977146825412398
06019,Fresno,7008.1968758,4.67192043,3839.0,29.0,7.5962023749,2021,334751.5647166832,63656,1yr,5.258759028476234
06021,Glenn,7522.8961048,4.8893361981,5079.0,18.1,6.5337763012,2021,320007.92970654316,56332,5yr,5.680748592390527
06023,Humboldt,8732.6240991,5.1904568189,2961.0,20.5,5.9261465158,2021,451153.816814075,54752,1yr,8.239951359111538
06025,Imperial,5980.0516352,4.6778900511,3614.0,30.7,5.6366922288,2021,280826.17341877636,51809,1yr,5.4204129286181235
06027,Inyo,7746.8175792,4.4578045628,2118.0,15.4,7.6923076923,2021,438563.9568397804,60925,5yr,7.198423583746909
06029,Kern,8031.3770962,4.6611399232,4466.0,26.0,7.4252255104,2021,285047.63421604346,58217,1yr,4.896295484412517
06031,Kings,6595.0736714,4.8202421868,4114.0,22.3,6.4264301774,2021,288641.9686912753,62155,1yr,4.643905859404316
06033,Lake,11656.95136,5.1522516547,3652.0,25.2,6.7064945076,2021,316600.6342935591,61221,1yr,5.171438465453996
06035,Lassen,6814.1306162,4.8224445509,3561.0,15.0,8.0831408776,2021,224181.99750242685,59292,5yr,3.7809822151795665
06037,Los Angeles,5005.0111192,4.2638464583,4053.0,18.3,7.1934224499,2021,757552.9305312386,77456,1yr,9.780429282834623
06039,Madera,6777.9989315,4.9077936053,3386.0,26.1,6.1820300363,2021,344348.5988503826,63454,1yr,5.426743764780512
06041,Marin,3238.9973763,3.5982321018,2101.0,7.2,5.8621129094,2021,1348913.8404518839,118209,1yr,11.411261752082192
06043,Mariposa,7089.7760493,4.6753022757,2908.0,21.9,6.5541211519,2021,398204.73842950835,53304,5yr,7.470447591728733
06045,Mendocino,7754.07372,4.8205155402,2805.0,20.4,6.6319142774,2021,582469.1207032778,59444,1yr,9.798619216460496
06047,Merced,6592.9948408,5.0073489417,5004.0,22.5,6.1954686181,2021,359654.0841511024,53992,1yr,6.661247669119544
06049,Modoc,9281.8010885,5.0825826314,3327.0,31.0,7.0063694268,2021,157376.03835781035,51090,5yr,3.0803687288669086
06051,Mono,3978.7872276,4.2925970322,2297.0,12.0,8.2995951417,2021,611385.3237156279,71138,5yr,8.594356373747194
06053,Monterey,5072.4507764,4.3566349517,3162.0,18.4,6.1647483847,2021,730699.4997516765,82163,1yr,8.893291381177372
06055,Napa,4401.2936801,3.9981254878,2795.0,8.4,5.9106601109,2021,834244.8010113178,97213,1yr,8.581617695280649
06057,Nevada,6068.4056895,4.328205098,2285.0,13.5,5.8833860204,2021,598212.1957941017,79519,1yr,7.522883786190743
06059,Orange,4144.3284058,3.7925249386,2832.0,12.6,6.2767661829,2021,858388.3120309636,100559,1yr,8.53616595263441
06061,Placer,4471.2396564,3.7989254555,1991.0,7.5,5.6897019495,2021,631941.2869931514,103659,1yr,6.096347514380337
06063,Plumas,8708.5106803,4.5553150715,3911.0,19.3,9.3333333333,2021,340887.73978581803,57885,5yr,5.889051391307214
06065,Riverside,5842.4339642,4.3868611473,3564.0,14.1,6.8172962676,2021,498912.6314360826,79024,1yr,6.313431760428257
06067,Sacramento,6381.6141766,4.4899938389,3603.0,16.0,6.9304229195,2021,491343.5961501652,80063,1yr,6.136962094227861
06069,San Benito,5385.5886075,4.2631666142,3349.0,13.9,6.5689261234,2021,748269.6511098584,101923,1yr,7.34151909882812
06071,San Bernardino,6845.5852838,4.5204284838,4170.0,18.5,7.4374072524,2021,451322.74512687646,74846,1yr,6.030018239142726
06073,San Diego,4633.6240395,4.0308973658,2974.0,12.8,6.6173700875,2021,747070.0464290367,91003,1yr,8.209290313825221
06075,San Francisco,4315.4324137,3.9440995165,2921.0,9.3,7.0034017444,2021,1403577.167060742,121826,1yr,11.521162699758195
06077,San Joaquin,7275.2181111,4.3806236818,3599.0,18.2,7.3989332037,2021,494912.63432638865,80681,1yr,6.134190631330656
06079,San Luis Obispo,5152.9718934,4.4556847861,2170.0,11.2,6.0411669549,2021,726059.9400022343,80615,1yr,9.00651169140029
06081,San Mateo,3296.8515102,3.5788877997,1880.0,6.3,6.6945263848,2021,1495454.0272049888,131796,1yr,11.346733035941824
06083,Santa Barbara,5199.8256215,4.3470455167,1991.0,13.1,6.5210161426,2021,746559.4780622305,84846,1yr,8.798994390569154
06085,Santa Clara,3493.9622062,3.4122533766,2829.0,5.5,6.9766117757,2021,1373167.315875565,141562,1yr,9.700112430423172
06087,Santa Cruz,4675.0659651,4.2841812491,2490.0,10.4,5.8423557717,2021,1010650.8562067194,93933,1yr,10.759273697281248
06089,Shasta,9066.6909734,4.7596141559,2890.0,16.5,6.4477569962,2021,340853.1792836729,61125,1yr,5.576330131430232
06091,Sierra,,4.6999594178,2310.0,18.4,8.5227272727,2021,289154.69099843776,56152,5yr,5.1494994122816244
06093,Siskiyou,9929.0420635,4.9296435145,2659.0,25.5,8.5522101217,2021,268043.06744057516,49857,5yr,5.376237387740441
06095,Solano,6158.8331689,4.1638219845,3339.0,11.2,6.8682003156,2021,546047.4986850119,87770,1yr,6.221345547282806
06097,Sonoma,4802.8274583,4.2995627415,2599.0,7.7,5.7758723354,2021,742965.0645711125,94295,1yr,7.87915652549035
06099,Stanislaus,7117.3449008,4.7912611183,4480.0,17.1,6.341334141,2021,406849.9731645557,73982,1yr,5.499310280400039
06101,Sutter,7101.7907955,4.8789003414,3919.0,17.4,6.7736579967,2021,393241.6484217274,64251,1yr,6.120397323337029
06103,Tehama,9503.3680524,5.0173449114,3837.0,23.7,6.0100166945,2021,297250.6513236709,48810,1yr,6.089953930007599
06105,Trinity,13183.42622,5.1191879106,2132.0,25.3,6.2251655629,2021,307982.5146494557,42206,5yr,7.297126348136657
06107,Tulare,6953.3895964,4.7613547492,3923.0,25.8,6.9268176966,2021,290767.4289797821,58209,1yr,4.995231475884864
06109,Tuolumne,7774.4136126,4.7607850457,2220.0,15.2,6.3928350834,2021,370313.441710491,66846,5yr,5.5397995648279785
06111,Ventura,4654.1452841,4.1614245714,3067.0,11.4,6.0908755079,2021,747540.6728819129,96454,1yr,7.750229880377308
06113,Yolo,4616.9534698,4.2690226821,2454.0,13.0,5.8001484047,2021,565591.4370104264,78146,1yr,7.2376249201549205
06115,Yuba,9487.8886244,4.6870851796,5032.0,18.8,6.8195607329,2021,376863.2438415044,63303,1yr,5.953323599853157
06001,Alameda,4650.6551303,3.6119805659,2783.0,9.1,7.1549347266,2022,1159465.8009252108,122159,1yr,9.49144803841887
06003,Alpine,,4.7575514689,,24.5,,2022,530400.6189320782,101125,5yr,5.24499993999583
06005,Amador,6929.9881092,4.429201176,2475.0,13.0,5.9894585529,2022,448810.329632232,74853,5yr,5.995889672187247
06007,Butte,7851.2794904,4.6889900241,4754.0,18.7,6.0674569229,2022,423267.1242918626,64426,1yr,6.569818462916564
06009,Calaveras,7892.1018755,4.6201429274,2477.0,16.1,6.3653483992,2022,471525.5426230692,77526,5yr,6.082160083366473
06011,Colusa,6877.0321025,4.3981085554,4730.0,12.9,6.0,2022,360793.1624365722,69619,5yr,5.182395070836585
06013,Contra Costa,4994.8054158,3.7859476397,2959.0,7.9,6.9541829628,2022,863539.4990037851,120061,1yr,7.192506300995203
06015,Del Norte,9204.8630085,4.8674659882,2595.0,23.4,6.1515748031,2022,358599.46802253596,61149,5yr,5.864355394569592
06017,El Dorado,5328.9889366,4.1929636996,2985.0,8.8,6.7028985507,2022,677513.9594679725,105982,1yr,6.392726684417849
06019,Fresno,7511.3445697,4.4837568047,3649.0,23.1,7.5187678222,2022,385845.3847026722,69571,1yr,5.546066388332383
06021,Glenn,7905.2663038,4.6838717016,5270.0,17.2,6.071964018,2022,352522.73975046555,64033,5yr,5.505329123271837
06023,Humboldt,8529.8172403,4.8590441321,2970.0,18.8,5.9741054134,2022,493517.5444018249,57883,1yr,8.526122426305218
06025,Imperial,7110.5468967,4.4559691194,3190.0,24.9,5.7435689279,2022,308285.693068825,57310,1yr,5.379265277766969
06027,Inyo,8003.8632962,4.3713665593,2948.0,14.6,7.7941176471,2022,491008.10407292144,63417,5yr,7.742531246714941
06029,Kern,8735.144014,4.6189176467,4040.0,24.6,7.3745107316,2022,330572.2794698161,66234,1yr,4.990975623846001
06031,Kings,6863.0811042,4.4745691256,3825.0,17.8,6.3516068053,2022,327814.7274687771,64368,1yr,5.092821393685948
06033,Lake,11558.925676,4.904521693,3324.0,22.2,6.8349514563,2022,347079.6910466805,51259,1yr,6.771097583774176
06035,Lassen,7623.7045102,4.5966073957,3392.0,15.7,8.1006864989,2022,234176.17032063997,59515,5yr,3.9347420032032256
06037,Los Angeles,5557.720209,4.0502942756,3637.0,17.2,7.229728896,2022,846369.0675194728,82516,1yr,10.25702975810113
06039,Madera,7197.3595823,4.6569018722,3175.0,18.8,6.2635414615,2022,395331.3819010652,76920,1yr,5.1395135452556575
06041,Marin,3554.6932114,3.6517986964,1690.0,5.8,5.5782048793,2022,1512270.2188273023,136214,1yr,11.102164379779628
06043,Mariposa,7490.3843112,4.6607904722,3347.0,18.5,6.7472306143,2022,430375.42797866394,60021,5yr,7.170414154690257
06045,Mendocino,8620.4445503,4.627371749,2468.0,18.9,6.6982108532,2022,593648.0000107421,65520,1yr,9.060561660725613
06047,Merced,7371.85709,4.6088441013,4528.0,22.8,6.0834464528,2022,417755.5182461945,66164,1yr,6.313939880391066
06049,Modoc,10678.907593,5.0059749107,3140.0,28.1,7.5829383886,2022,175042.91291386914,54962,5yr,3.184798823075382
06051,Mono,3314.891816,4.2501833427,2144.0,9.6,7.7083333333,2022,749541.8166728077,82038,5yr,9.136519864852966
06053,Monterey,5291.7849862,4.2401791056,3206.0,15.0,6.2304557946,2022,822959.6849950211,92840,1yr,8.864279243806775
06055,Napa,4617.5779552,3.9074710704,2347.0,8.7,5.6676685273,2022,911461.4749932998,100318,1yr,9.085722153484916
06057,Nevada,6752.8032265,4.334334002,2329.0,11.0,5.8906775164,2022,655049.0990237388,78401,1yr,8.355111529492465
06059,Orange,4400.6685473,3.8039861938,2432.0,10.3,6.2647254989,2022,1010240.2915100782,106209,1yr,9.511814361401372
06061,Placer,4579.3611449,3.9979279761,1957.0,6.2,5.7755388941,2022,714657.0079587401,105445,1yr,6.777533386682537
06063,Plumas,10122.549281,4.5711175803,3502.0,18.3,9.4986807388,2022,380215.876407848,67885,5yr,5.600882027072961
06065,Riverside,6381.160543,4.2014528718,3313.0,14.5,6.8062801673,2022,591211.1298940344,86748,1yr,6.815271013672181
06067,Sacramento,6667.2004836,4.266890057,3232.0,16.8,7.0375225299,2022,555493.3932182369,84211,1yr,6.5964469394525285
06069,San Benito,5285.4462036,4.0638299855,2575.0,9.3,6.529209622,2022,828036.4344592855,111544,1yr,7.4234063191143
06071,San Bernardino,7723.7035076,4.2621720074,4002.0,19.7,7.5160979763,2022,526060.6552214464,79091,1yr,6.6513339725309635
06073,San Diego,4926.2220448,3.9535129144,2774.0,11.0,6.6510283468,2022,875379.4939771424,98928,1yr,8.8486524945126
06075,San Francisco,4811.4461331,3.4745241115,2695.0,9.4,6.9918991311,2022,1454592.9792239992,136692,1yr,10.641390712141158
06077,San Joaquin,7767.5625423,4.3400820352,3410.0,17.4,7.371813234,2022,560499.0420407547,86056,1yr,6.513189574704317
06079,San Luis Obispo,5260.3680172,4.1742303793,1864.0,9.2,5.9597391551,2022,831474.8649752684,90216,1yr,9.216490034752908
06081,San Mateo,3503.8321681,3.443239532,1753.0,5.6,6.7501251878,2022,1640241.0440185806,145388,1yr,11.281818609641652
06083,Santa Barbara,5333.9694373,4.1152872879,1846.0,12.6,6.5904801303,2022,894561.5188482977,90894,1yr,9.841810447865619
06085,Santa Clara,3682.6789392,3.354822442,2508.0,6.5,6.9464872325,2022,1570346.9023819685,150839,1yr,10.410748562254911
06087,Santa Cruz,5048.3435227,4.1049821114,2224.0,10.6,5.8147103493,2022,1164157.931784982,102146,1yr,11.396999704197738
06089,Shasta,9500.3016323,4.8158044966,2563.0,18.3,6.4224137931,2022,377653.8346452675,68276,1yr,5.531282363425912
06091,Sierra,,4.7377277718,3135.0,13.5,9.5744680851,2022,327513.19981865084,61108,5yr,5.359579757456484
06093,Siskiyou,10618.122156,4.864003624,2353.0,20.2,8.5182767624,2022,298835.0362551973,53898,5yr,5.544455012341781
06095,Solano,6402.2245159,4.0658580956,2861.0,10.8,6.7639997767,2022,606853.039047131,92959,1yr,6.52817950975302
06097,Sonoma,5096.9645797,4.0694454436,2466.0,8.6,5.8358902695,2022,801012.1346509572,96830,1yr,8.272355000009885
06099,Stanislaus,7821.0028898,4.4765593128,4171.0,17.1,6.375665922,2022,458916.71899335453,75886,1yr,6.047449055074118
06101,Sutter,7515.2232465,4.527405229,3042.0,16.2,6.7704280156,2022,442927.91330087767,65018,1yr,6.812389081498626
06103,Tehama,9623.432093,4.9914773815,3731.0,17.2,6.1098654709,2022,326254.16150028066,58884,1yr,5.540624983022225
06105,Trinity,14307.233951,5.0660920298,1784.0,26.4,5.8355437666,2022,319117.46636192076,47317,5yr,6.744245543080093
06107,Tulare,7363.5224669,4.706971154,3428.0,23.0,6.9443884341,2022,333245.67947875697,64722,1yr,5.148877962342897
06109,Tuolumne,8067.273583,4.5736096964,2127.0,13.4,6.7046173308,2022,417330.148034123,70432,5yr,5.925291742874304
06111,Ventura,4737.3251185,3.9306425049,2973.0,11.7,6.1020314648,2022,842218.614555195,102569,1yr,8.21123940523155
06113,Yolo,4742.417338,4.1556029362,2420.0,11.3,5.8319478194,2022,635492.9524488911,83875,1yr,7.5766670932803715
06115,Yuba,9162.9929404,4.6471825051,4100.0,19.2,6.7719813862,2022,425276.7846419968,65052,1yr,6.537489771905503
06001,Alameda,4650.6551303,4.5210017681,2172.0,9.9,7.1549347266,2023,1088702.2519507075,119931,1yr,9.077738465873773
06003,Alpine,,4.9040330715,1263.0,27.2,,2023,515610.0733264697,110781,5yr,4.654318640619508
06005,Amador,6929.9881092,4.9338321352,1768.0,13.5,5.9894585529,2023,431375.33420208475,81526,5yr,5.291260876310438
06007,Butte,7851.2794904,5.2255282082,3725.0,18.3,6.0674569229,2023,402223.9234913665,63222,1yr,6.3620879360249045
06009,Calaveras,7892.1018755,5.0166993061,1951.0,18.3,6.3653483992,2023,450472.35927859176,79877,5yr,5.639575338064671
06011,Colusa,6877.0321025,4.9896128382,4123.0,15.6,6.0,2023,358269.1206731801,75149,5yr,4.767450274430533
06013,Contra Costa,4994.8054158,4.1884893398,2168.0,11.3,6.9541829628,2023,814617.9125504975,122794,1yr,6.6340204940835665
06015,Del Norte,9204.8630085,5.2535568224,1941.0,27.2,6.1515748031,2023,357752.5910630712,66780,5yr,5.357181657128949
06017,El Dorado,5328.9889366,4.709942781,2091.0,10.5,6.7028985507,2023,645630.8213951439,108594,1yr,5.945363660931026
06019,Fresno,7511.3445697,4.8236114042,3057.0,26.8,7.5187678222,2023,384809.94072230783,71689,1yr,5.367768286938134
06021,Glenn,7905.2663038,5.2969740436,3484.0,21.4,6.071964018,2023,339653.74561709,70487,5yr,4.818672175253451
06023,Humboldt,8529.8172403,5.2083993096,1920.0,23.8,5.9741054134,2023,475628.74638797337,61621,1yr,7.71861453705674
06025,Imperial,7110.5468967,4.7549133215,2250.0,21.6,5.7435689279,2023,318632.2045499279,60243,1yr,5.2891158234139715
06027,Inyo,8003.8632962,5.0765911074,2092.0,16.9,7.7941176471,2023,500492.7630302496,72432,5yr,6.909829399025978
06029,Kern,8735.144014,5.0039897956,3009.0,25.3,7.3745107316,2023,336623.2529590488,68893,1yr,4.886174980898622
06031,Kings,6863.0811042,4.8063454654,2824.0,22.6,6.3516068053,2023,332610.08520207275,66429,1yr,5.007001237442574
06033,Lake,11558.925676,5.4398253976,2185.0,25.0,6.8349514563,2023,327378.02984679944,59444,1yr,5.507335136377085
06035,Lassen,7623.7045102,4.9963793945,2841.0,20.2,8.1006864989,2023,234107.14034046783,64395,5yr,3.6354863008070164
06037,Los Angeles,5557.720209,4.6439302208,2519.0,18.4,7.229728896,2023,839262.8242648492,86587,1yr,9.692711657233177
06039,Madera,7197.3595823,5.5101970349,2638.0,27.7,6.2635414615,2023,394368.98331912624,66553,1yr,5.925637962512979
06041,Marin,3554.6932114,4.4155980747,1208.0,7.9,5.5782048793,2023,1432541.0113930888,139644,1yr,10.258521750974541
06043,Mariposa,7490.3843112,5.1094386623,2753.0,22.0,6.7472306143,2023,413637.5621374931,65378,5yr,6.326861668106903
06045,Mendocino,8620.4445503,5.1561130049,2089.0,22.3,6.6982108532,2023,537992.9093305166,67454,1yr,7.975700615686491
06047,Merced,7371.85709,5.2829275113,3323.0,28.8,6.0834464528,2023,404592.3556694559,57570,1yr,7.0278331712603075
06049,Modoc,10678.907593,5.3303350316,2839.0,29.8,7.5829383886,2023,178761.37474717633,56648,5yr,3.155652004433984
06051,Mono,3314.891816,4.746069496,1785.0,12.1,7.7083333333,2023,732812.9143570921,86953,5yr,8.427689836544939
06053,Monterey,5291.7849862,4.4366134253,2346.0,15.5,6.2304557946,2023,818951.1356192688,88035,1yr,9.302563021744406
06055,Napa,4617.5779552,4.546061417,1549.0,10.1,5.6676685273,2023,907331.9802718181,104686,1yr,8.667175938251706
06057,Nevada,6752.8032265,4.8848844812,1771.0,14.7,5.8906775164,2023,618168.432677798,87998,1yr,7.024800934996227
06059,Orange,4400.6685473,4.2738986024,1722.0,11.0,6.2647254989,2023,1029539.2740139868,110042,1yr,9.355875702131794
06061,Placer,4579.3611449,4.4616313658,1557.0,7.2,5.7755388941,2023,675057.5925276192,109713,1yr,6.152940786667206
06063,Plumas,10122.549281,5.0737517717,2600.0,21.8,9.4986807388,2023,372459.69308542594,64946,5yr,5.734913514079788
06065,Riverside,6381.160543,4.9350009975,2423.0,16.0,6.8062801673,2023,587355.8369976378,90527,1yr,6.488184044513104
06067,Sacramento,6667.2004836,4.8159224533,2578.0,16.9,7.0375225299,2023,526863.5261504258,90252,1yr,5.837693637264834
06069,San Benito,5285.4462036,4.7599038964,2080.0,11.1,6.529209622,2023,774640.1854655389,107324,1yr,7.2177722174493955
06071,San Bernardino,7723.7035076,4.6473124636,2823.0,17.1,7.5160979763,2023,525981.6836914874,85069,1yr,6.183000666417701
06073,San Diego,4926.2220448,4.4513470832,2007.0,12.3,6.6510283468,2023,879522.5192792728,103674,1yr,8.483539935560245
