fips,county,premature_death_rate,poor_mental_health_days,preventable_hosp_rate,children_in_poverty_pct,low_birthweight_pct,year
6077.0,San Joaquin,7275.2181111,4.3806236818,3599.0,18.2,7.3989332037,2021
6079.0,San Luis Obispo,5152.9718934,4.4556847861,2170.0,11.2,6.0411669549,2021
6081.0,San Mateo,3296.8515102,3.5788877997,1880.0,6.3,6.6945263848,2021
6083.0,Santa Barbara,5199.8256215,4.3470455167,1991.0,13.1,6.5210161426,2021
6085.0,Santa Clara,3493.9622062,3.4122533766,2829.0,5.5,6.9766117757,2021
6087.0,Santa Cruz,4675.0659651,4.2841812491,2490.0,10.4,5.8423557717,2021
6089.0,Shasta,9066.6909734,4.7596141559,2890.0,16.5,6.4477569962,2021
6091.0,Sierra,,4.6999594178,2310.0,18.4,8.5227272727,2021
6093.0,Siskiyou,9929.0420635,4.9296435145,2659.0,25.5,8.5522101217,2021
6095.0,Solano,6158.8331689,4.1638219845,3339.0,11.2,6.8682003156,2021
6097.0,Sonoma,4802.8274583,4.2995627415,2599.0,7.7,5.7758723354,2021
6099.0,Stanislaus,7117.3449008,4.7912611183,4480.0,17.1,6.341334141,2021
6101.0,Sutter,7101.7907955,4.8789003414,3919.0,17.4,6.7736579967,2021
6103.0,Tehama,9503.3680524,5.0173449114,3837.0,23.7,6.0100166945,2021
6105.0,Trinity,13183.42622,5.1191879106,2132.0,25.3,6.2251655629,2021
6107.0,Tulare,6953.3895964,4.7613547492,3923.0,25.8,6.9268176966,2021
6109.0,Tuolumne,7774.4136126,4.7607850457,2220.0,15.2,6.3928350834,2021
6111.0,Ventura,4654.1452841,4.1614245714,3067.0,11.4,6.0908755079,2021
6113.0,Yolo,4616.9534698,4.2690226821,2454.0,13.0,5.8001484047,2021
6115.0,Yuba,9487.8886244,4.6870851796,5032.0,18.8,6.8195607329,2021
6001.0,Alameda,4650.6551303,3.6119805659,2783.0,9.1,7.1549347266,2022
6003.0,Alpine,,4.7575514689,,24.5,,2022
6005.0,Amador,6929.9881092,4.429201176,2475.0,13.0,5.9894585529,2022
6007.0,Butte,7851.2794904,4.6889900241,4754.0,18.7,6.0674569229,2022
6009.0,Calaveras,7892.1018755,4.6201429274,2477.0,16.1,6.3653483992,2022
6011.0,Colusa,6877.0321025,4.3981085554,4730.0,12.9,6.0,2022
6013.0,Contra Costa,4994.8054158,3.7859476397,2959.0,7.9,6.9541829628,2022
6015.0,Del Norte,9204.8630085,4.8674659882,2595.0,23.4,6.1515748031,2022
6017.0,El Dorado,5328.9889366,4.1929636996,2985.0,8.8,6.7028985507,2022
6019.0,Fresno,7511.3445697,4.4837568047,3649.0,23.1,7.5187678222,2022
6021.0,Glenn,7905.2663038,4.6838717016,5270.0,17.2,6.071964018,2022
6023.0,Humboldt,8529.8172403,4.8590441321,2970.0,18.8,5.9741054134,2022
6025.0,Imperial,7110.5468967,4.4559691194,3190.0,24.9,5.7435689279,2022
6027.0,Inyo,8003.8632962,4.3713665593,2948.0,14.6,7.7941176471,2022
6029.0,Kern,8735.144014,4.6189176467,4040.0,24.6,7.3745107316,2022
6031.0,Kings,6863.0811042,4.4745691256,3825.0,17.8,6.3516068053,2022
6033.0,Lake,11558.925676,4.904521693,3324.0,22.2,6.8349514563,2022
6035.0,Lassen,7623.7045102,4.5966073957,3392.0,15.7,8.1006864989,2022
6037.0,Los Angeles,5557.720209,4.0502942756,3637.0,17.2,7.229728896,2022
6039.0,Madera,7197.3595823,4.6569018722,3175.0,18.8,6.2635414615,2022
6041.0,Marin,3554.6932114,3.6517986964,1690.0,5.8,5.5782048793,2022
6043.0,Mariposa,7490.3843112,4.6607904722,3347.0,18.5,6.7472306143,2022
6045.0,Mendocino,8620.4445503,4.627371749,2468.0,18.9,6.6982108532,2022
6047.0,Merced,7371.85709,4.6088441013,4528.0,22.8,6.0834464528,2022
6049.0,Modoc,10678.907593,5.0059749107,3140.0,28.1,7.5829383886,2022
6051.0,Mono,3314.891816,4.2501833427,2144.0,9.6,7.7083333333,2022
6053.0,Monterey,5291.7849862,4.2401791056,3206.0,15.0,6.2304557946,2022
6055.0,Napa,4617.5779552,3.9074710704,2347.0,8.7,5.6676685273,2022
6057.0,Nevada,6752.8032265,4.334334002,2329.0,11.0,5.8906775164,2022
6059.0,Orange,4400.6685473,3.8039861938,2432.0,10.3,6.2647254989,2022
6061.0,Placer,4579.3611449,3.9979279761,1957.0,6.2,5.7755388941,2022
6063.0,Plumas,10122.549281,4.5711175803,3502.0,18.3,9.4986807388,2022
6065.0,Riverside,6381.160543,4.2014528718,3313.0,14.5,6.8062801673,2022
6067.0,Sacramento,6667.2004836,4.266890057,3232.0,16.8,7.0375225299,2022
6069.0,San Benito,5285.4462036,4.0638299855,2575.0,9.3,6.529209622,2022
6071.0,San Bernardino,7723.7035076,4.2621720074,4002.0,19.7,7.5160979763,2022
6073.0,San Diego,4926.2220448,3.9535129144,2774.0,11.0,6.6510283468,2022
6075.0,San Francisco,4811.4461331,3.4745241115,2695.0,9.4,6.9918991311,2022
6077.0,San Joaquin,7767.5625423,4.3400820352,3410.0,17.4,7.371813234,2022
6079.0,San Luis Obispo,5260.3680172,4.1742303793,1864.0,9.2,5.9597391551,2022
6081.0,San Mateo,3503.8321681,3.443239532,1753.0,5.6,6.7501251878,2022
6083.0,Santa Barbara,5333.9694373,4.1152872879,1846.0,12.6,6.5904801303,2022
6085.0,Santa Clara,3682.6789392,3.354822442,2508.0,6.5,6.9464872325,2022
6087.0,Santa Cruz,5048.3435227,4.1049821114,2224.0,10.6,5.8147103493,2022
6089.0,Shasta,9500.3016323,4.8158044966,2563.0,18.3,6.4224137931,2022
6091.0,Sierra,,4.7377277718,3135.0,13.5,9.5744680851,2022
6093.0,Siskiyou,10618.122156,4.864003624,2353.0,20.2,8.5182767624,2022
6095.0,Solano,6402.2245159,4.0658580956,2861.0,10.8,6.7639997767,2022
6097.0,Sonoma,5096.9645797,4.0694454436,2466.0,8.6,5.8358902695,2022
6099.0,Stanislaus,7821.0028898,4.4765593128,4171.0,17.1,6.375665922,2022
6101.0,Sutter,7515.2232465,4.527405229,3042.0,16.2,6.7704280156,2022
6103.0,Tehama,9623.432093,4.9914773815,3731.0,17.2,6.1098654709,2022
6105.0,Trinity,14307.233951,5.0660920298,1784.0,26.4,5.8355437666,2022
6107.0,Tulare,7363.5224669,4.706971154,3428.0,23.0,6.9443884341,2022
6109.0,Tuolumne,8067.273583,4.5736096964,2127.0,13.4,6.7046173308,2022
6111.0,Ventura,4737.3251185,3.9306425049,2973.0,11.7,6.1020314648,2022
6113.0,Yolo,4742.417338,4.1556029362,2420.0,11.3,5.8319478194,2022
6115.0,Yuba,9162.9929404,4.6471825051,4100.0,19.2,6.7719813862,2022
6001.0,Alameda,4650.6551303,4.5210017681,2172.0,9.9,7.1549347266,2023
6003.0,Alpine,,4.9040330715,1263.0,27.2,,2023
6005.0,Amador,6929.9881092,4.9338321352,1768.0,13.5,5.9894585529,2023
6007.0,Butte,7851.2794904,5.2255282082,3725.0,18.3,6.0674569229,2023
6009.0,Calaveras,7892.1018755,5.0166993061,1951.0,18.3,6.3653483992,2023
6011.0,Colusa,6877.0321025,4.9896128382,4123.0,15.6,6.0,2023
6013.0,Contra Costa,4994.8054158,4.1884893398,2168.0,11.3,6.9541829628,2023
6015.0,Del Norte,9204.8630085,5.2535568224,1941.0,27.2,6.1515748031,2023
6017.0,El Dorado,5328.9889366,4.709942781,2091.0,10.5,6.7028985507,2023
6019.0,Fresno,7511.3445697,4.8236114042,3057.0,26.8,7.5187678222,2023
6021.0,Glenn,7905.2663038,5.2969740436,3484.0,21.4,6.071964018,2023
6023.0,Humboldt,8529.8172403,5.2083993096,1920.0,23.8,5.9741054134,2023
6025.0,Imperial,7110.5468967,4.7549133215,2250.0,21.6,5.7435689279,2023
6027.0,Inyo,8003.8632962,5.0765911074,2092.0,16.9,7.7941176471,2023
6029.0,Kern,8735.144014,5.0039897956,3009.0,25.3,7.3745107316,2023
6031.0,Kings,6863.0811042,4.8063454654,2824.0,22.6,6.3516068053,2023
6033.0,Lake,11558.925676,5.4398253976,2185.0,25.0,6.8349514563,2023
6035.0,Lassen,7623.7045102,4.9963793945,2841.0,20.2,8.1006864989,2023
6037.0,Los Angeles,5557.720209,4.6439302208,2519.0,18.4,7.229728896,2023
6039.0,Madera,7197.3595823,5.5101970349,2638.0,27.7,6.2635414615,2023
6041.0,Marin,3554.6932114,4.4155980747,1208.0,7.9,5.5782048793,2023
6043.0,Mariposa,7490.3843112,5.1094386623,2753.0,22.0,6.7472306143,2023
6045.0,Mendocino,8620.4445503,5.1561130049,2089.0,22.3,6.6982108532,2023
6047.0,Merced,7371.85709,5.2829275113,3323.0,28.8,6.0834464528,2023
6049.0,Modoc,10678.907593,5.3303350316,2839.0,29.8,7.5829383886,2023
6051.0,Mono,3314.891816,4.746069496,1785.0,12.1,7.7083333333,2023
6053.0,Monterey,5291.7849862,4.4366134253,2346.0,15.5,6.2304557946,2023
6055.0,Napa,4617.5779552,4.546061417,1549.0,10.1,5.6676685273,2023
6057.0,Nevada,6752.8032265,4.8848844812,1771.0,14.7,5.8906775164,2023
6059.0,Orange,4400.6685473,4.2738986024,1722.0,11.0,6.2647254989,2023
6061.0,Placer,4579.3611449,4.4616313658,1557.0,7.2,5.7755388941,2023
6063.0,Plumas,10122.549281,5.0737517717,2600.0,21.8,9.4986807388,2023
6065.0,Riverside,6381.160543,4.9350009975,2423.0,16.0,6.8062801673,2023
6067.0,Sacramento,6667.2004836,4.8159224533,2578.0,16.9,7.0375225299,2023
6069.0,San Benito,5285.4462036,4.7599038964,2080.0,11.1,6.529209622,2023
6071.0,San Bernardino,7723.7035076,4.6473124636,2823.0,17.1,7.5160979763,2023
6073.0,San Diego,4926.2220448,4.4513470832,2007.0,12.3,6.6510283468,2023
6075.0,San Francisco,4811.4461331,4.2979658118,2133.0,11.7,6.9918991311,2023
6077.0,San Joaquin,7767.5625423,4.8727199388,2427.0,15.7,7.371813234,2023
6079.0,San Luis Obispo,5260.3680172,4.767712533,1574.0,13.8,5.9597391551,2023
6081.0,San Mateo,3503.8321681,3.9727474938,1415.0,6.5,6.7501251878,2023
6083.0,Santa Barbara,5333.9694373,5.0028275962,1393.0,16.8,6.5904801303,2023
6085.0,Santa Clara,3682.6789392,4.0410370653,1868.0,7.4,6.9464872325,2023
6087.0,Santa Cruz,5048.3435227,4.6085380106,1478.0,12.3,5.8147103493,2023
6089.0,Shasta,9500.3016323,5.2042454335,2221.0,18.0,6.4224137931,2023
6091.0,Sierra,,5.1259921365,2975.0,16.2,9.5744680851,2023
6093.0,Siskiyou,10618.122156,5.2726662144,1581.0,23.3,8.5182767624,2023
6095.0,Solano,6402.2245159,4.7097775058,2248.0,12.6,6.7639997767,2023
6097.0,Sonoma,5096.9645797,4.7487688601,1699.0,10.4,5.8358902695,2023
6099.0,Stanislaus,7821.0028898,5.0501484941,3229.0,19.4,6.375665922,2023
6101.0,Sutter,7515.2232465,4.9379498424,3078.0,22.3,6.7704280156,2023
6103.0,Tehama,9623.432093,5.3206443047,2721.0,20.6,6.1098654709,2023
6105.0,Trinity,14307.233951,5.3971050566,1810.0,29.2,5.8355437666,2023
6107.0,Tulare,7363.5224669,4.6012800754,2466.0,24.4,6.9443884341,2023
6109.0,Tuolumne,8067.273583,4.9341047411,1666.0,17.3,6.7046173308,2023
6111.0,Ventura,4737.3251185,4.4309021529,2112.0,12.1,6.1020314648,2023
6113.0,Yolo,4742.417338,4.6333375066,1895.0,11.6,5.8319478194,2023
6115.0,Yuba,9162.9929404,5.1037957844,3536.0,21.9,6.7719813862,2023
6001.0,Alameda,4981.2133943,5.0707797597,2102.0,10.3,7.3041569925,2024
6003.0,Alpine,,5.5417637012,921.0,26.6,,2024
6005.0,Amador,7465.0938704,5.505525309,1514.0,12.0,5.9424326834,2024
6007.0,Butte,8799.8476478,5.7574983538,3527.0,18.7,6.237463604,2024
6009.0,Calaveras,8756.5358626,5.8072538197,1865.0,16.2,6.520119225,2024
6011.0,Colusa,6260.5971767,5.4993333023,3265.0,13.7,6.0240963855,2024
6013.0,Contra Costa,5388.3071889,4.6407106229,2096.0,10.0,7.1582630368,2024
6015.0,Del Norte,10703.710592,5.799220601,1451.0,22.5,6.6119938493,2024
6017.0,El Dorado,5834.34852,5.424733266,1883.0,6.5,6.6411935953,2024
6019.0,Fresno,8530.0414211,5.1877773578,2779.0,25.1,7.4885634491,2024
6021.0,Glenn,9264.6294119,5.6172924541,3808.0,19.2,5.6110684089,2024
6023.0,Humboldt,9031.7556836,6.2382124278,1891.0,20.5,6.2359850507,2024
6025.0,Imperial,8014.9290355,5.5468453497,2059.0,27.5,6.0454919156,2024
6027.0,Inyo,10103.515076,5.3819687466,1083.0,13.5,8.2278481013,2024
6029.0,Kern,10111.125659,5.4651475065,2700.0,23.6,7.5699689027,2024
6031.0,Kings,7902.9785899,5.2491528659,2624.0,21.3,6.6135509781,2024
6033.0,Lake,11808.001434,6.078908659,2027.0,22.8,7.1612265084,2024
6035.0,Lassen,9558.3231561,5.6055252568,2813.0,17.0,8.3410138249,2024
6037.0,Los Angeles,6316.7869393,5.0732126297,2462.0,18.1,7.3860238888,2024
6039.0,Madera,8372.1682945,5.6527776612,2697.0,31.3,6.3761097659,2024
6041.0,Marin,3856.2557198,4.4296695536,1124.0,8.1,5.5613577023,2024
6043.0,Mariposa,10003.502278,5.557167069,2473.0,21.3,6.9696969697,2024
6045.0,Mendocino,9611.560939,5.6831664205,1594.0,22.6,6.8832173241,2024
6047.0,Merced,8467.9057004,5.1780663445,3367.0,26.0,6.3746036374,2024
6049.0,Modoc,11360.040952,5.8259006616,1726.0,28.0,8.4664536741,2024
6051.0,Mono,4788.6172678,5.2428090048,1360.0,10.6,8.3705357143,2024
6053.0,Monterey,5768.4491181,5.25100633,2064.0,16.4,6.3471662671,2024
6055.0,Napa,4952.5360341,4.8897809003,1590.0,9.3,6.0318187021,2024
6057.0,Nevada,7627.2351659,5.4920766761,1695.0,11.8,5.534591195,2024
6059.0,Orange,4990.3320259,4.4722929492,1602.0,11.0,6.4586490718,2024
6061.0,Placer,4832.1502765,4.7669632455,1529.0,5.5,5.8234019502,2024
6063.0,Plumas,9578.7594716,5.6680069927,1952.0,18.0,8.7301587302,2024
6065.0,Riverside,7346.2962135,4.8467662166,2175.0,13.3,7.0503373535,2024
6067.0,Sacramento,7324.5677215,5.2860491697,2527.0,15.4,7.1046890796,2024
6069.0,San Benito,6337.5515996,5.0407052604,1911.0,8.3,6.9294456443,2024
6071.0,San Bernardino,8917.3502379,5.2230022834,2687.0,18.2,7.8009380939,2024
6073.0,San Diego,5434.6817954,4.7613608082,1965.0,12.6,6.8068698593,2024
6075.0,San Francisco,5367.6071775,4.822193014,2223.0,7.9,7.1024153753,2024
6077.0,San Joaquin,8627.4972135,4.7322145453,2181.0,16.0,7.5542516933,2024
6079.0,San Luis Obispo,5707.2871568,5.1029696469,1332.0,10.7,6.2042948346,2024
6081.0,San Mateo,3815.7710556,4.1886069819,1468.0,7.2,6.7028570421,2024
6083.0,Santa Barbara,5775.0696386,5.0526608967,1413.0,16.1,6.8242291438,2024
6085.0,Santa Clara,3918.1052206,4.0048219016,1893.0,6.9,7.1601424466,2024
6087.0,Santa Cruz,5285.4233438,5.1651045615,1564.0,12.0,5.9932108159,2024
6089.0,Shasta,9990.4469881,5.5621119093,1915.0,15.8,6.7797877112,2024
6091.0,Sierra,,5.4823096851,1644.0,13.6,10.055865922,2024
6093.0,Siskiyou,11921.754914,6.0290288392,1274.0,17.7,8.3897158322,2024
6095.0,Solano,6743.5489739,5.1666644165,2268.0,11.7,7.120786915,2024
6097.0,Sonoma,5764.3617479,5.0536402825,1526.0,9.4,5.9033989267,2024
6099.0,Stanislaus,8878.2963339,5.48706025,2950.0,18.5,6.5778501755,2024
6101.0,Sutter,8068.6683223,5.4046154849,2913.0,18.0,6.9540555871,2024
6103.0,Tehama,10873.844857,5.9900700499,2729.0,19.3,6.3226052181,2024
6105.0,Trinity,15509.465353,6.1249206016,1598.0,24.4,6.357615894,2024
6107.0,Tulare,8610.6089672,5.302862502,2324.0,24.3,7.1087092081,2024
6109.0,Tuolumne,9065.9521454,5.6117043022,1774.0,15.1,6.5944568334,2024
6111.0,Ventura,5245.6917429,4.8576733689,2007.0,12.5,6.2046374205,2024
6113.0,Yolo,5138.8854246,5.0757259321,1809.0,14.5,6.0536138446,2024
6115.0,Yuba,9598.6927266,5.6591643534,3939.0,19.0,6.7804818985,2024
